ID,GENENAME
ENSMUST00000120930.1,Gm14908
ENSMUST00000120931.1,Gng5-ps
ENSMUST00000120932.1,Gm12731
ENSMUST00000120933.4,Kbtbd12
ENSMUST00000120934.7,Ptpn2
ENSMUST00000120935.1,Zfp819
ENSMUST00000120936.7,Tectb
ENSMUST00000120937.1,Gm13000
ENSMUST00000120938.1,Ndufb4c
ENSMUST00000120939.7,Mgst1
ENSMUST00000120940.7,Snap47
ENSMUST00000120941.1,Tcp1-ps1
ENSMUST00000120942.7,Entpd5
ENSMUST00000120943.7,Spsb3
ENSMUST00000120944.1,Ywhaq-ps3
ENSMUST00000120945.1,Gm13903
ENSMUST00000120946.1,Phc2
ENSMUST00000120947.1,Gm13670
ENSMUST00000120948.1,Gm13472
ENSMUST00000120949.1,Gm9436
ENSMUST00000120950.1,Gm14247
ENSMUST00000120951.1,Lrrc18
ENSMUST00000120952.1,Gm13998
ENSMUST00000120953.1,Gm13413
ENSMUST00000120954.1,Gm12196
ENSMUST00000120955.1,Gm11660
ENSMUST00000120956.7,Dusp13
ENSMUST00000120957.1,Gm13865
ENSMUST00000120958.1,Gm2673
ENSMUST00000120959.7,Gm14434
ENSMUST00000120960.1,Vmn1r-ps104
ENSMUST00000120961.1,Gm12026
ENSMUST00000120962.2,Gm13310
ENSMUST00000120963.7,Aasdh
ENSMUST00000120964.1,Gm7350
ENSMUST00000120965.7,Tspan12
ENSMUST00000120966.1,Gm7746
ENSMUST00000120967.7,Zscan10
ENSMUST00000120969.1,Gm13153
ENSMUST00000120970.2,Gm15750
ENSMUST00000120971.7,Gpr174
ENSMUST00000120972.1,Defa-ps8
ENSMUST00000120973.1,Gm5379
ENSMUST00000120974.1,Gm12983
ENSMUST00000120975.1,Gm12876
ENSMUST00000120976.1,Snrp1c-ps2
ENSMUST00000120977.1,Wwtr1
ENSMUST00000120978.1,Gm12007
ENSMUST00000120979.1,Gm15861
ENSMUST00000120980.1,Gm13461
ENSMUST00000120981.1,Gm12593
ENSMUST00000120982.1,Gm11964
ENSMUST00000120983.1,Gm6441
ENSMUST00000120984.8,Dusp13
ENSMUST00000120987.1,Trappc11
ENSMUST00000120988.1,Cisd2
ENSMUST00000120989.1,Gm15223
ENSMUST00000120990.1,Olfml1
ENSMUST00000120991.2,E530001F21Rik
ENSMUST00000120992.7,Etfdh
ENSMUST00000120994.1,Gm13246
ENSMUST00000120995.7,Meis2
ENSMUST00000120997.1,Rnd1
ENSMUST00000120998.1,Gm13813
ENSMUST00000120999.1,Gm6238
ENSMUST00000121000.1,Gm13937
ENSMUST00000121001.1,Rpl17-ps5
ENSMUST00000121002.1,Gm11278
ENSMUST00000121003.1,Gm11829
ENSMUST00000121004.2,Phkg2
ENSMUST00000121005.1,Gm15192
ENSMUST00000121006.1,Trim35
ENSMUST00000121007.2,Olfr1372-ps1
ENSMUST00000121008.1,Rpl23a-ps4
ENSMUST00000121009.1,Gm14049
ENSMUST00000121010.8,Jakmip1
ENSMUST00000121011.1,Rps8-ps3
ENSMUST00000121012.1,Gm7820
ENSMUST00000121013.1,Gm15142
ENSMUST00000121014.1,Vmn1r-ps111
ENSMUST00000121015.1,Gm12903
ENSMUST00000121016.2,Gm5898
ENSMUST00000121017.4,Ccdc155
ENSMUST00000121018.7,Cabyr
ENSMUST00000121019.1,Rpl36a-ps4
ENSMUST00000121020.1,Gm13284
ENSMUST00000121021.7,Tbx3
ENSMUST00000121022.1,Gm11836
ENSMUST00000121023.1,Gm13940
ENSMUST00000121024.7,Epp13
ENSMUST00000121025.1,Gm12535
ENSMUST00000121026.1,Gm6373
ENSMUST00000121027.1,Gm6305
ENSMUST00000121028.1,Gm11726
ENSMUST00000121029.1,Gm14776
ENSMUST00000121030.1,Gm12804
ENSMUST00000121031.1,Gm13136
ENSMUST00000121032.1,Gm14600
ENSMUST00000121033.7,Ikzf5
ENSMUST00000121034.7,Dram2
ENSMUST00000121036.1,Gm13730
ENSMUST00000121037.1,Gm14910
ENSMUST00000121038.7,Tpd52
ENSMUST00000121039.1,Gm14999
ENSMUST00000121040.7,Il24
ENSMUST00000121041.1,Gm11582
ENSMUST00000121043.1,Hoxa10
ENSMUST00000121044.5,Btc
ENSMUST00000121045.2,Rhox3b-ps
ENSMUST00000121046.1,Tpt1-ps3
ENSMUST00000121047.1,Dohh
ENSMUST00000121048.1,Mrpl24
ENSMUST00000121049.7,Adgrb2
ENSMUST00000121050.1,Vmn1r-ps114
ENSMUST00000121052.7,Pomgnt1
ENSMUST00000121053.1,Vmn2r-ps2
ENSMUST00000121054.1,Gm12288
ENSMUST00000121055.1,Gm13342
ENSMUST00000121056.2,Gm6517
ENSMUST00000121057.1,Gm15168
ENSMUST00000121058.1,Hmgb1-ps5
ENSMUST00000121059.1,Rpl19-ps1
ENSMUST00000121060.1,Gm14287
ENSMUST00000121061.2,Gm12021
ENSMUST00000121062.1,Gm2768
ENSMUST00000121063.1,Gm6591
ENSMUST00000121064.7,Fgfr2
ENSMUST00000121065.2,Olfr404-ps1
ENSMUST00000121066.1,Gm14524
ENSMUST00000121067.1,Gm14841
ENSMUST00000121068.1,Gm9218
ENSMUST00000121069.1,Gm14957
ENSMUST00000121070.1,Gm11456
ENSMUST00000121071.2,Gmfg-ps
ENSMUST00000121072.1,Rps15a-ps3
ENSMUST00000121073.1,Gm15782
ENSMUST00000121075.7,Ank1
ENSMUST00000121076.1,Gm15061
ENSMUST00000121077.7,Pxylp1
ENSMUST00000121078.1,Styk1
ENSMUST00000121079.1,Gm15786
ENSMUST00000121080.7,Fgfr2
ENSMUST00000121081.1,Gm5397
ENSMUST00000121082.1,Gm15316
ENSMUST00000121083.7,Tcaf1
ENSMUST00000121084.1,Smt3h2-ps
ENSMUST00000121085.7,Plekhg2
ENSMUST00000121086.1,Gm11258
ENSMUST00000121087.1,Gm7308
ENSMUST00000121088.1,Gm11307
ENSMUST00000121089.1,Gm13385
ENSMUST00000121091.1,Sacs
ENSMUST00000121092.1,Gm12692
ENSMUST00000121093.7,Rtkn
ENSMUST00000121094.7,Adar
ENSMUST00000121095.7,Fbxl21
ENSMUST00000121096.7,Art3
ENSMUST00000121097.7,Cnep1r1
ENSMUST00000121098.1,Gm12642
ENSMUST00000121100.1,Gm5135
ENSMUST00000121101.1,Rspry1
ENSMUST00000121102.1,Gm14982
ENSMUST00000121103.1,AU015228
ENSMUST00000121104.1,Gm13533
ENSMUST00000121105.1,Gm11896
ENSMUST00000121106.1,Gm15432
ENSMUST00000121107.2,Gm13450
ENSMUST00000121109.1,Pramef20
ENSMUST00000121110.7,Chchd7
ENSMUST00000121111.8,P3h1
ENSMUST00000121112.5,Lmo4
ENSMUST00000121113.1,Gm8770
ENSMUST00000121114.7,Slc43a1
ENSMUST00000121115.1,Fuom
ENSMUST00000121116.7,Izumo1r
ENSMUST00000121117.1,Gm14463
ENSMUST00000121118.1,Gm13529
ENSMUST00000121120.1,Gm11355
ENSMUST00000121121.1,Gm14666
ENSMUST00000121122.1,Gm15244
ENSMUST00000121123.7,Dhx34
ENSMUST00000121125.1,AA413626
ENSMUST00000121126.1,Gm13913
ENSMUST00000121127.1,Ccng2
ENSMUST00000121128.7,Igf2
ENSMUST00000121129.7,Cep97
ENSMUST00000121130.1,Gm15566
ENSMUST00000121131.1,Gm14922
ENSMUST00000121132.1,Mup-ps20
ENSMUST00000121133.1,Uox
ENSMUST00000121134.1,Gm14577
ENSMUST00000121135.2,Sult2a-ps2
ENSMUST00000121137.8,Rhpn1
ENSMUST00000121138.1,BC025920
ENSMUST00000121139.1,Gm15596
ENSMUST00000121140.1,Gm12109
ENSMUST00000121141.1,Gm3928
ENSMUST00000121142.3,R3hcc1
ENSMUST00000121143.1,Gm7155
ENSMUST00000121144.1,Gm11450
ENSMUST00000121145.1,Gm15115
ENSMUST00000121146.9,Tdrd5
ENSMUST00000121147.2,Olfr626-ps1
ENSMUST00000121148.7,Sgcg
ENSMUST00000121149.1,Gm12096
ENSMUST00000121150.1,Gm13188
ENSMUST00000121151.1,Vpreb3
ENSMUST00000121152.1,Gm14633
ENSMUST00000121153.7,Rlim
ENSMUST00000121154.1,Gm15349
ENSMUST00000121155.1,Gm5391
ENSMUST00000121156.1,Gm13495
ENSMUST00000121158.1,Gm12926
ENSMUST00000121159.2,Gm13836
ENSMUST00000121160.7,C530008M17Rik
ENSMUST00000121161.7,Igf1
ENSMUST00000121162.2,Cngb1
ENSMUST00000121163.1,Gm11260
ENSMUST00000121164.1,Gm15189
ENSMUST00000121165.1,Gm14506
ENSMUST00000121166.3,Rhox11-ps3
ENSMUST00000121167.1,Gm13511
ENSMUST00000121168.1,Rps12-ps20
ENSMUST00000121169.1,Gm13534
ENSMUST00000121170.1,Tes
ENSMUST00000121172.1,Gm11952
ENSMUST00000121173.1,Gm11765
ENSMUST00000121175.7,Ltbp4
ENSMUST00000121176.1,Gm16021
ENSMUST00000121177.1,Gm5383
ENSMUST00000121178.1,Gm14229
ENSMUST00000121179.1,Gm8383
ENSMUST00000121180.1,Gm14993
ENSMUST00000121181.1,Gm13022
ENSMUST00000121182.1,Snrnp25
ENSMUST00000121183.1,Gm13854
ENSMUST00000121184.1,Dpysl4
ENSMUST00000121185.7,Sumo2
ENSMUST00000121186.3,Olfr1150-ps1
ENSMUST00000121187.1,Rpl36-ps8
ENSMUST00000121188.2,Gm13365
ENSMUST00000121189.2,Ube2cbp
ENSMUST00000121190.1,Gm7860
ENSMUST00000121191.1,Gm12881
ENSMUST00000121192.1,Gm15532
ENSMUST00000121193.1,Gm16428
ENSMUST00000121194.1,Gm13132
ENSMUST00000121195.1,Gm14277
ENSMUST00000121196.1,Gm12202
ENSMUST00000121197.7,Dmrtc1a
ENSMUST00000121198.7,Magi3
ENSMUST00000121199.1,Gm12466
ENSMUST00000121200.8,Palld
ENSMUST00000121201.2,Gm9670
ENSMUST00000121202.1,Gm4852
ENSMUST00000121204.7,Wdr61
ENSMUST00000121205.7,Matk
ENSMUST00000121206.1,Zfp740
ENSMUST00000121207.1,Gm11848
ENSMUST00000121208.2,Gm12350
ENSMUST00000121209.2,Olfr380
ENSMUST00000121210.7,Chchd7
ENSMUST00000121211.2,Vmn1r-ps128
ENSMUST00000121212.8,Clk2
ENSMUST00000121214.1,Gm12140
ENSMUST00000121215.1,Zfp329
ENSMUST00000121216.2,Gm14796
ENSMUST00000121217.1,Gm6565
ENSMUST00000121218.1,Gm15586
ENSMUST00000121219.7,Frmd5
ENSMUST00000121220.1,Gm13862
ENSMUST00000121221.1,Gm12477
ENSMUST00000121222.1,Gm5396
ENSMUST00000121223.1,Gm12632
ENSMUST00000121224.1,Gm15379
ENSMUST00000121225.1,Gm14709
ENSMUST00000121226.7,Abca17
ENSMUST00000121227.7,Col12a1
ENSMUST00000121228.1,Elobl
ENSMUST00000121229.1,Tdg-ps2
ENSMUST00000121230.1,Gm13543
ENSMUST00000121231.7,Cept1
ENSMUST00000121232.1,Gm9430
ENSMUST00000121233.1,2610024D14Rik
ENSMUST00000121234.2,Gm13489
ENSMUST00000121235.1,Gm12318
ENSMUST00000121236.1,Gm14787
ENSMUST00000121237.1,Shf
ENSMUST00000121238.1,Gm11805
ENSMUST00000121239.1,Gm13597
ENSMUST00000121240.1,Gm14425
ENSMUST00000121241.1,Gm11891
ENSMUST00000121242.1,Gm12455
ENSMUST00000121243.1,Gm11244
ENSMUST00000121244.1,Gm12578
ENSMUST00000121245.7,Nectin3
ENSMUST00000121246.1,Pus3
ENSMUST00000121247.1,Gm14980
ENSMUST00000121248.1,Gm7494
ENSMUST00000121249.7,Tdrd1
ENSMUST00000121250.1,Gm12978
ENSMUST00000121251.1,Rpl19-ps12
ENSMUST00000121252.2,Olfr334-ps1
ENSMUST00000121253.2,Gm16523
ENSMUST00000121254.1,Gm8244
ENSMUST00000121255.1,Gm6985
ENSMUST00000121256.1,Gm6272
ENSMUST00000121257.1,Gm11321
ENSMUST00000121258.1,Gm12019
ENSMUST00000121259.1,Gm14845
ENSMUST00000121260.1,Gm14407
ENSMUST00000121261.1,Gm8317
ENSMUST00000121262.1,Gm14986
ENSMUST00000121263.2,Olfr1017-ps1
ENSMUST00000121264.1,Gm15188
ENSMUST00000121265.6,Abca15
ENSMUST00000121266.7,Celf6
ENSMUST00000121267.1,Gm12155
ENSMUST00000121268.1,Gm12617
ENSMUST00000121269.1,Gm14749
ENSMUST00000121270.7,Leng8
ENSMUST00000121271.2,Gm13263
ENSMUST00000121272.1,Gm7670
ENSMUST00000121273.1,Gm10639
ENSMUST00000121274.1,Gm13460
ENSMUST00000121275.1,Gm14603
ENSMUST00000121276.1,Gm13674
ENSMUST00000121277.1,Gm11701
ENSMUST00000121278.1,Gm13726
ENSMUST00000121279.1,Gm8839
ENSMUST00000121280.2,Olfr397
ENSMUST00000121281.1,Llph-ps1
ENSMUST00000121282.1,Gm12508
ENSMUST00000121283.1,Gm15780
ENSMUST00000121284.1,Gm14826
ENSMUST00000121285.7,Brd4
ENSMUST00000121286.1,Gm13551
ENSMUST00000121287.7,Rph3al
ENSMUST00000121288.1,Fam167a
ENSMUST00000121289.1,Gm14832
ENSMUST00000121290.1,Gm15321
ENSMUST00000121291.7,Pex1
ENSMUST00000121292.7,Rpl39l
ENSMUST00000121293.1,Gm11849
ENSMUST00000121296.3,Olfr1118
ENSMUST00000121297.7,Tbata
ENSMUST00000121298.1,Rpl12-ps2
ENSMUST00000121299.1,Mdm4-ps
ENSMUST00000121302.1,Gm14176
ENSMUST00000121303.7,Mpo
ENSMUST00000121304.1,Smarcb1
ENSMUST00000121305.1,Gm11472
ENSMUST00000121306.2,Olfr1376-ps1
ENSMUST00000121307.1,Gm13009
ENSMUST00000121308.1,Gm5931
ENSMUST00000121309.1,Gm13370
ENSMUST00000121310.1,Gm8682
ENSMUST00000121311.1,Gm14896
ENSMUST00000121312.1,Gata4
ENSMUST00000121313.1,Gm11257
ENSMUST00000121314.1,Gm6031
ENSMUST00000121315.1,Zfp758
ENSMUST00000121317.1,Gm11430
ENSMUST00000121318.1,Vmn1r-ps113
ENSMUST00000121319.1,Gm11446
ENSMUST00000121320.1,Gm14303
ENSMUST00000121321.1,Rpl10-ps6
ENSMUST00000121322.7,Cgnl1
ENSMUST00000121323.1,Gm8199
ENSMUST00000121325.7,Plagl1
ENSMUST00000121326.7,Srsf11
ENSMUST00000121327.1,Gm14515
ENSMUST00000121328.1,Gm15826
ENSMUST00000121329.1,Gm13593
ENSMUST00000121331.1,Vps25
ENSMUST00000121332.1,Gm5166
ENSMUST00000121333.1,Gm2214
ENSMUST00000121334.7,Septin8
ENSMUST00000121336.1,Gm11797
ENSMUST00000121337.7,Serpina3f
ENSMUST00000121338.1,Gm14638
ENSMUST00000121339.1,Mrps17
ENSMUST00000121340.1,Olfr1001-ps1
ENSMUST00000121341.1,Gm15031
ENSMUST00000121342.1,Gm13034
ENSMUST00000121343.1,Gm12369
ENSMUST00000121344.7,B3gnt5
ENSMUST00000121345.3,Olfr1291-ps1
ENSMUST00000121346.1,Gm11383
ENSMUST00000121347.1,Gm12313
ENSMUST00000121348.1,Gm7638
ENSMUST00000121349.1,Gm11677
ENSMUST00000121350.1,Gm13792
ENSMUST00000121351.1,Gm6175
ENSMUST00000121352.1,Gm15428
ENSMUST00000121353.1,Gm13808
ENSMUST00000121354.7,Ube2d-ps
ENSMUST00000121355.1,Gm14369
ENSMUST00000121356.1,Gm6079
ENSMUST00000121357.7,Gramd1b
ENSMUST00000121358.1,Gm14324
ENSMUST00000121359.1,Gm7224
ENSMUST00000121360.7,Ssbp1
ENSMUST00000121361.1,Gm12009
ENSMUST00000121363.1,Gm14761
ENSMUST00000121364.1,Gm11218
ENSMUST00000121365.2,Gm13577
ENSMUST00000121366.1,Gm13430
ENSMUST00000121367.1,Rpl5-ps1
ENSMUST00000121368.1,Gm12222
ENSMUST00000121369.7,Rnft2
ENSMUST00000121370.7,Tbc1d1
ENSMUST00000121371.1,Gm13973
ENSMUST00000121372.1,Gm14732
ENSMUST00000121373.1,Defa-ps14
ENSMUST00000121374.1,Gm12151
ENSMUST00000121375.1,Gm11925
ENSMUST00000121376.2,Gm11384
ENSMUST00000121377.7,Ncoa5
ENSMUST00000121378.1,Stk33
ENSMUST00000121379.2,Gm11295
ENSMUST00000121380.2,Gm12297
ENSMUST00000121381.1,Gm14721
ENSMUST00000121382.1,Atp5l-ps2
ENSMUST00000121383.1,Gm12870
ENSMUST00000121384.2,Gm12403
ENSMUST00000121385.2,Gm12464
ENSMUST00000121387.1,Gm15009
ENSMUST00000121388.1,Olfr1397-ps1
ENSMUST00000121389.1,Gm11662
ENSMUST00000121390.7,Cacna1a
ENSMUST00000121391.7,Crybg2
ENSMUST00000121392.1,Gm11761
ENSMUST00000121393.8,Gm4631
ENSMUST00000121394.2,Prss53
ENSMUST00000121395.1,Olfr268-ps1
ENSMUST00000121396.1,Gm14678
ENSMUST00000121397.1,Gm12332
ENSMUST00000121398.1,Gm14623
ENSMUST00000121399.1,Gm14113
ENSMUST00000121400.1,Gm12639
ENSMUST00000121401.7,Simc1
ENSMUST00000121402.1,Aip
ENSMUST00000121403.1,Gm11954
ENSMUST00000121404.7,Adtrp
ENSMUST00000121405.1,Cyp2j7-ps3
ENSMUST00000121406.1,Gm15196
ENSMUST00000121407.1,Gm11389
ENSMUST00000121408.1,Gm15329
ENSMUST00000121410.2,Gm15538
ENSMUST00000121411.1,Gm15536
ENSMUST00000121412.1,Spef1l
ENSMUST00000121413.1,Mrpl48-ps
ENSMUST00000121414.2,Rps2-ps9
ENSMUST00000121416.7,Uspl1
ENSMUST00000121417.2,Gm15847
ENSMUST00000121418.7,Rab3il1
ENSMUST00000121419.1,Gm15006
ENSMUST00000121420.1,Gm12176
ENSMUST00000121421.1,Sult2a-ps4
ENSMUST00000121422.1,Rbm3-ps
ENSMUST00000121423.1,Gm11597
ENSMUST00000121424.1,Gm11909
ENSMUST00000121425.1,Gm12783
ENSMUST00000121426.1,Cul4a
ENSMUST00000121427.1,Gm13358
ENSMUST00000121428.1,Gm16458
ENSMUST00000121429.7,Zmym3
ENSMUST00000121430.1,Gm12715
ENSMUST00000121431.1,Gm12422
ENSMUST00000121432.3,Olfr650-ps1
ENSMUST00000121433.1,Ube2e3
ENSMUST00000121434.1,Gm14052
ENSMUST00000121435.1,Gm12216
ENSMUST00000121436.1,Gm11350
ENSMUST00000121437.2,Olfr1169-ps1
ENSMUST00000121438.8,Adam32
ENSMUST00000121439.1,Gm12936
ENSMUST00000121440.3,Maml3
ENSMUST00000121441.1,Gm14121
ENSMUST00000121442.1,Iqcc
ENSMUST00000121443.1,Gm16459
ENSMUST00000121444.1,Lrrc43
ENSMUST00000121445.1,Gm11980
ENSMUST00000121446.1,Ipmk
ENSMUST00000121448.1,Gm12181
ENSMUST00000121449.1,Gm15502
ENSMUST00000121450.1,Eif1-ps3
ENSMUST00000121451.1,Gm12005
ENSMUST00000121452.1,Gm4917
ENSMUST00000121453.1,Gm7599
ENSMUST00000121454.1,Gm12161
ENSMUST00000121455.2,Gm12346
ENSMUST00000121456.1,Gm14165
ENSMUST00000121457.2,Gm7869
ENSMUST00000121458.1,Vmn1r-ps107
ENSMUST00000121459.1,Gm15362
ENSMUST00000121461.1,Gm7862
ENSMUST00000121462.1,Rpsa-ps5
ENSMUST00000121463.1,Gm11882
ENSMUST00000121465.2,Fuca2
ENSMUST00000121466.1,Gm8722
ENSMUST00000121467.1,Gm6027
ENSMUST00000121468.1,Gm11736
ENSMUST00000121469.1,Reep1
ENSMUST00000121470.1,Gm14736
ENSMUST00000121471.7,Tmcc3
ENSMUST00000121472.1,Gm13462
ENSMUST00000121473.7,Erbb4
ENSMUST00000121475.2,Gm12399
ENSMUST00000121476.1,Gm7405
ENSMUST00000121477.1,Mrpl1
ENSMUST00000121479.1,Gm12566
ENSMUST00000121480.1,Gm11982
ENSMUST00000121481.1,Gm13162
ENSMUST00000121482.1,Gm8606
ENSMUST00000121483.1,Gm13210
ENSMUST00000121484.1,Helz2
ENSMUST00000121485.1,Gm12321
ENSMUST00000121486.1,Gm13743
ENSMUST00000121487.1,Gm11604
ENSMUST00000121488.1,Gm6451
ENSMUST00000121489.7,P2rx7
ENSMUST00000121490.1,Gm5578
ENSMUST00000121491.7,Ttpa
ENSMUST00000121492.7,Siglech
ENSMUST00000121493.8,Palld
ENSMUST00000121494.1,Siglecf
ENSMUST00000121495.1,Gm15373
ENSMUST00000121496.2,Gm12779
ENSMUST00000121497.1,Rpl28-ps1
ENSMUST00000121498.1,Sh3d2c-ps1
ENSMUST00000121499.1,Gm14829
ENSMUST00000121500.1,Gm14038
ENSMUST00000121501.1,Gm15381
ENSMUST00000121502.1,Gm14101
ENSMUST00000121503.7,Tpm3
ENSMUST00000121504.1,Orai3
ENSMUST00000121505.1,Gm11990
ENSMUST00000121506.2,Gm5270
ENSMUST00000121507.1,Gm8761
ENSMUST00000121508.1,Gm12413
ENSMUST00000121509.1,Gm11440
ENSMUST00000121510.1,Gm16436
ENSMUST00000121511.1,Gm14460
ENSMUST00000121512.1,Gm12444
ENSMUST00000121513.1,Gm11385
ENSMUST00000121514.7,Hdac7
ENSMUST00000121515.1,Gm13466
ENSMUST00000121516.1,Gm15057
ENSMUST00000121517.1,Gm6025
ENSMUST00000121519.1,Gm13899
ENSMUST00000121520.7,Zmym3
ENSMUST00000121521.1,G2e3
ENSMUST00000121522.1,Gm14612
ENSMUST00000121523.1,Gm12097
ENSMUST00000121524.1,Gm11279
ENSMUST00000121525.1,Bambi-ps1
ENSMUST00000121526.1,Olfr660-ps1
ENSMUST00000121527.1,Gm13081
ENSMUST00000121528.2,Gm14935
ENSMUST00000121529.1,Hmox2
ENSMUST00000121530.2,Olfr1172-ps1
ENSMUST00000121532.7,Tmem219
ENSMUST00000121533.2,1700025G04Rik
ENSMUST00000121534.7,Cops7b
ENSMUST00000121535.1,Gm13220
ENSMUST00000121536.1,Gm14679
ENSMUST00000121537.2,Gm7931
ENSMUST00000121538.1,Gm14156
ENSMUST00000121539.1,Gm12430
ENSMUST00000121540.1,Gm15152
ENSMUST00000121541.1,Defa-ps5
ENSMUST00000121542.1,Eme2
ENSMUST00000121544.1,Vmn1r-ps116
ENSMUST00000121545.1,Rpl21-ps15
ENSMUST00000121546.1,Gm12807
ENSMUST00000121547.1,Rps11-ps2
ENSMUST00000121548.1,Gm14856
ENSMUST00000121549.1,Gm12539
ENSMUST00000121550.1,Gm11933
ENSMUST00000121551.1,Gm14983
ENSMUST00000121552.1,Gm6480
ENSMUST00000121554.7,Tfg
ENSMUST00000121555.1,Rpl18-ps1
ENSMUST00000121556.1,Gm15263
ENSMUST00000121557.1,Gm13688
ENSMUST00000121558.1,Gm13459
ENSMUST00000121559.1,Gm14767
ENSMUST00000121560.1,Fank1
ENSMUST00000121561.1,Gm14979
ENSMUST00000121562.1,Gm11855
ENSMUST00000121563.1,Gm15682
ENSMUST00000121564.7,Fam118b
ENSMUST00000121565.7,AU015836
ENSMUST00000121566.7,Cep85
ENSMUST00000121567.2,Gm16011
ENSMUST00000121568.1,Gm6977
ENSMUST00000121569.1,Smt3h2-ps4
ENSMUST00000121570.1,Gm8178
ENSMUST00000121571.7,Htr1d
ENSMUST00000121572.1,Gm14438
ENSMUST00000121573.7,Lcorl
ENSMUST00000121574.1,Gm13502
ENSMUST00000121575.1,Gm12630
ENSMUST00000121577.1,Gm13282
ENSMUST00000121578.1,Gm15388
ENSMUST00000121579.1,Gm11894
ENSMUST00000121581.1,Gm14451
ENSMUST00000121582.1,Gm11438
ENSMUST00000121583.1,Nlrp4c
ENSMUST00000121584.7,Prdm15
ENSMUST00000121585.1,Gm15542
ENSMUST00000121586.7,Mettl8
ENSMUST00000121587.1,Gm15580
ENSMUST00000121588.1,Gm12706
ENSMUST00000121589.1,Gm11645
ENSMUST00000121590.1,Gm12101
ENSMUST00000121591.7,Cdkl3
ENSMUST00000121592.8,Hmgcll1
ENSMUST00000121593.1,Gm15170
ENSMUST00000121594.1,Gm11868
ENSMUST00000121595.1,Gm15549
ENSMUST00000121596.1,Gm12912
ENSMUST00000121597.1,Gm12163
ENSMUST00000121598.7,Apoa5
ENSMUST00000121599.2,Olfr647-ps1
ENSMUST00000121600.1,Psenen-ps
ENSMUST00000121601.1,Gm12110
ENSMUST00000121602.1,Gm16412
ENSMUST00000121603.1,Gm2986
ENSMUST00000121604.1,Gm14784
ENSMUST00000121605.1,Gm12322
ENSMUST00000121606.1,Gm12041
ENSMUST00000121607.1,Gm13360
ENSMUST00000121608.1,4930595D18Rik
ENSMUST00000121609.1,Gm12267
ENSMUST00000121610.1,Gm15618
ENSMUST00000121611.1,Mup-ps22
ENSMUST00000121612.3,Tmem219
ENSMUST00000121613.1,Uqcrh-ps2
ENSMUST00000121614.1,Olfr271-ps1
ENSMUST00000121615.1,Gm11950
ENSMUST00000121616.8,Fus
ENSMUST00000121617.1,Gm12340
ENSMUST00000121618.1,Lhfpl2
ENSMUST00000121619.2,Olfr1186
ENSMUST00000121620.1,Gm13477
ENSMUST00000121621.1,Gm12726
ENSMUST00000121622.7,Dcaf11
ENSMUST00000121623.7,Kxd1
ENSMUST00000121624.1,Gm11910
ENSMUST00000121625.1,Serpina10
ENSMUST00000121626.1,Gm14977
ENSMUST00000121627.1,Gm12291
ENSMUST00000121628.1,Gm14810
ENSMUST00000121629.7,Mybpc1
ENSMUST00000121630.1,Gm11931
ENSMUST00000121631.1,Gm5843
ENSMUST00000121633.1,Gm8908
ENSMUST00000121634.7,Dixdc1
ENSMUST00000121635.6,Rassf1
ENSMUST00000121636.1,Gm12451
ENSMUST00000121637.1,Gm14383
ENSMUST00000121638.7,Pttg1
ENSMUST00000121639.1,Gm13508
ENSMUST00000121640.1,Gm14589
ENSMUST00000121641.7,Adgrl3
ENSMUST00000121642.1,Gm9001
ENSMUST00000121643.1,Gm7618
ENSMUST00000121644.1,Gm15309
ENSMUST00000121645.7,Isg20
ENSMUST00000121646.7,Plagl1
ENSMUST00000121647.1,Gm14500
ENSMUST00000121648.1,Gm6067
ENSMUST00000121649.1,Defa-ps10
ENSMUST00000121650.1,Gm5395
ENSMUST00000121651.7,Chchd7
ENSMUST00000121652.7,Orai1
ENSMUST00000121653.1,Gm1335
ENSMUST00000121654.1,Taf9-ps
ENSMUST00000121655.1,Got2-ps1
ENSMUST00000121656.1,Mfap5
ENSMUST00000121657.1,Gm12752
ENSMUST00000121658.1,Gm13394
ENSMUST00000121659.1,Gm6092
ENSMUST00000121660.1,Gm11918
ENSMUST00000121661.7,Smim14
ENSMUST00000121662.1,Gm14053
ENSMUST00000121663.1,Gm11804
ENSMUST00000121664.1,Gm13445
ENSMUST00000121665.1,Gm13440
ENSMUST00000121666.1,Gm13505
ENSMUST00000121667.1,Gm6039
ENSMUST00000121668.1,Gm13555
ENSMUST00000121669.1,Gm11745
ENSMUST00000121670.1,Gm7309
ENSMUST00000121671.1,Cnpy3
ENSMUST00000121672.2,Gm11363
ENSMUST00000121673.7,Lonp2
ENSMUST00000121674.8,Poli
ENSMUST00000121676.7,Gsta3
ENSMUST00000121677.7,Ube2q2
ENSMUST00000121678.1,Gm13356
ENSMUST00000121679.1,Gm14362
ENSMUST00000121680.1,Gm14514
ENSMUST00000121681.2,Gm15982
ENSMUST00000121682.2,Gm15488
ENSMUST00000121683.1,Gm12950
ENSMUST00000121684.2,Gm12494
ENSMUST00000121685.7,Tfam
ENSMUST00000121686.1,Gm14143
ENSMUST00000121687.1,Xlr3d-ps
ENSMUST00000121688.1,Gm12732
ENSMUST00000121689.1,Gm14766
ENSMUST00000121690.7,Lnx1
ENSMUST00000121691.1,Rpsa-ps4
ENSMUST00000121692.1,Rpl7a-ps13
ENSMUST00000121693.7,Rab27b
