Gene.name,HGNC.symbol
Gm24623,RNU2-48P
Hid1,HID1
Hjurp,HJURP
Irf2bp2,IRF2BP2
Slc30a1,SLC30A1
Qrich1,QRICH1
Gm39566,SPEM3
Ddx25,DDX25
Cgrrf1,CGRRF1
Rasl12,RASL12
Cldn7,CLDN7
Fbn1,FBN1
Slc12a3,SLC12A3
Gm24875,RNU6-428P
Chfr,CHFR
Coq8a,COQ8A
Nckap1,NCKAP1
Tmem65,TMEM65
Fndc7,FNDC7
Mcm9,MCM9
Ndufaf8,NDUFAF8
Tmem222,TMEM222
Olfr1029,OR5M11
Gpr6,GPR6
Bcap29,BCAP29
Itln1,ITLN1
Mfn1,MFN1
Pabpc4,PABPC4
Nt5c3,NT5C3A
Hsd11b1,HSD11B1
Smim15,SMIM15
Zbtb11,ZBTB11
Scn4b,SCN4B
Rab3ip,RAB3IP
Lmna,LMNA
Eif4a1,EIF4A1
Herpud1,HERPUD1
Pfdn2,PFDN2
Ccdc17,CCDC17
Pkp1,PKP1
Slc36a4,SLC36A4
Sfpq,SFPQ
St7,ST7
Ccdc89,CCDC89
Il12rb2,IL12RB2
Olfr78,OR51E2
Met,MET
Sos2,SOS2
Cyld,CYLD
Olfr1424,OR4D10
Lsm10,LSM10
Tnfsf13,TNFSF13
Ppp1r36,PPP1R36
Grk4,GRK4
Myoz3,MYOZ3
Map4k1,MAP4K1
Cdk5r2,CDK5R2
Mrpl58,MRPL58
Eva1b,EVA1B
Alox15,ALOX15
Map10,MAP10
Snord104,SNORD104
Pycr2,PYCR2
Rhbdd1,RHBDD1
Fam71a,FAM71A
Nkx6-1,NKX6-1
Slco1c1,SLCO1C1
Ccdc66,CCDC66
Tmem238l,TMEM238L
Rrad,RRAD
Ctr9,CTR9
Jmjd7,JMJD7
Fabp6,FABP6
Cab39,CAB39
Atxn2l,ATXN2L
Cttn,CTTN
Upk3bl,POLR2J3
Upk3bl,UPK3BL1
Upk3bl,UPK3BL2
Olfr110,OR5V1
Cldn3,CLDN3
Trnau1ap,TRNAU1AP
Baiap3,BAIAP3
Thrsp,THRSP
Heyl,HEYL
Ccdc167,CCDC167
Kel,KEL
Crnn,CRNN
Fkbp15,FKBP15
Uevld,UEVLD
Gm7271,EXOC1L
Ip6k2,IP6K2
Tmem216,TMEM216
Eif4a2,EIF4A2
Ypel4,YPEL4
Spry1,SPRY1
Cavin2,CAVIN2
Gnptg,GNPTG
Myo5a,MYO5A
Nme9,NME9
Ino80d,INO80D
Sema6b,SEMA6B
Gm22543,RNU6-1096P
Sdhc,SDHC
Gin1,GIN1
Gkn2,GKN2
Zfp622,ZNF622
Kif21b,KIF21B
Rps27rt,RPS27
Git1,GIT1
Coro1b,CORO1B
Ccnd3,CCND3
Hras,HRAS
Rapgefl1,RAPGEFL1
Apoe,APOE
Gal3st2c,GAL3ST2
Syne3,SYNE3
Krr1,KRR1
Dbf4,DBF4
Gm973,KIAA2012
H2-Oa,HLA-DOA
Zscan20,ZSCAN20
Gcnt2,GCNT2
Pithd1,PITHD1
Gipr,GIPR
Timm29,TIMM29
Usp31,USP31
Ap5b1,AP5B1
Adora2b,ADORA2B
Ugt1a5,UGT1A4
Ugt1a5,UGT1A3
Ugt1a5,UGT1A5
Kcnj13,KCNJ13
Slc4a10,SLC4A10
Catsper4,CATSPER4
Slco1a4,SLCO1A2
Exoc6b,EXOC6B
Foxm1,FOXM1
Xrra1,XRRA1
Gtf2h3,GTF2H3
Olfr370,OR10K1
Ltbp4,LTBP4
Cdkn1c,CDKN1C
Kcnh7,KCNH7
Trip4,TRIP4
Gm23422,RNU6-249P
Cdk14,CDK14
Lrrc55,LRRC55
Gm960,C11orf80
Snx19,SNX19
Fam131c,FAM131C
Adam15,ADAM15
Zfp358,ZNF358
Msto1,MSTO1
Sectm1b,SECTM1
Alkbh6,ALKBH6
Smurf2,SMURF2
Serinc4,SERINC4
Cog4,COG4
Abcc8,ABCC8
Begain,BEGAIN
Pdf,PDF
Krt34,KRT34
Mrpl17,MRPL17
Fads2,FADS2
Eif4g1,EIF4G1
Olfr466,OR9H1P
Kcnj16,KCNJ16
Ocm,OCM
Rfx2,RFX2
Mir29b-2,MIR29B2
Mynn,MYNN
Kcnf1,KCNF1
P2rx4,P2RX4
Spc25,SPC25
Pura,PURA
Ywhae,YWHAE
Ndufb8,NDUFB8
Pgd,PGD
Hexa,HEXA
Bard1,BARD1
Sprtn,SPRTN
Lrrc23,LRRC23
Tanc1,TANC1
Tmem39b,TMEM39B
Mrpl27,MRPL27
Cope,COPE
Mast1,MAST1
Deup1,DEUP1
Trbv15,TRBV12-3
Trbv15,TRBV12-4
Ankmy1,ANKMY1
Rtkn,RTKN
Med25,MED25
Rab30,RAB30
Mir135a-1,MIR135A1
Acbd4,ACBD4
Shc1,SHC1
Btn1a1,BTN1A1
Pcdhga3,PCDHGA3
Ros1,ROS1
Exd1,EXD1
Selenok,SELENOK
Phyhip,PHYHIP
Col8a2,COL8A2
Adam30,ADAM30
Mpdu1,MPDU1
Anapc7,ANAPC7
Polr2b,POLR2B
Cd302,CD302
Myoc,MYOC
Fcrl1,FCRL1
Cybrd1,CYBRD1
Ap1m1,AP1M1
Tuba1b,TUBA1B
Faxc,FAXC
Olfr3,OR1J1
Mettl6,METTL6
Trmt1,TRMT1
Gmppb,GMPPB
Fmn2,FMN2
Anxa3,ANXA3
Slc35e2,SLC35E2B
Steap3,STEAP3
Plg,PLGLB1
Abcb6,ABCB6
Ivns1abp,IVNS1ABP
Ufc1,UFC1
Optc,OPTC
Lalba,LALBA
Nmbr,NMBR
Tomm40,TOMM40
Tor1aip2,TOR1AIP2
Gm24812,RN7SL608P
Fmnl1,FMNL1
Map3k3,MAP3K3
Gpx2,GPX2
Pcdhgc3,PCDHGC3
Erp29,ERP29
Erfe,ERFE
Scn3a,SCN3A
Stab2,STAB2
Prss22,PRSS22
Slc26a6,SLC26A6
Ace,ACE
Vash2,VASH2
Foxi1,FOXI1
Zfp39,ZNF570
Zfp189,ZNF189
Cdr2l,CDR2L
Nwd1,NWD1
Rnf25,RNF25
Dcaf8,DCAF8
Gm23039,RNU1-75P
Ficd,FICD
Vsig10l,VSIG10L
Eml3,EML3
Brd2,BRD2
Kbtbd12,KBTBD12
Defb35,DEFB105A
Rhot1,RHOT1
Slc25a20,SLC25A20
Tas2r119,TAS2R1
Hmgxb3,HMGXB3
Orai2,ORAI2
Fras1,FRAS1
Hdac4,HDAC4
Lrrd1,LRRD1
Aamp,AAMP
Rag2,RAG2
Specc1,SPECC1
Slamf6,SLAMF6
Gpatch11,GPATCH11
Kmt2b,KMT2B
Pnisr,PNISR
Vhl,VHL
Vhl,VHLL
Mrpl52,MRPL52
Masp1,MASP1
Retreg3,RETREG3
Pla2g2c,PLA2G2C
Ago3,AGO3
Pqlc3,SLC66A3
Cldn13,CLDN4
Mblac2,MBLAC2
Sgta,SGTA
Prr3,PRR3
Fbxl19,FBXL19
Endog,ENDOG
Fut1,FUT1
Ankrd34c,ANKRD34C
Rpusd3,RPUSD3
Apcs,APCS
Hilpda,HILPDA
Cpeb1,CPEB1
Kif26a,KIF26A
Lag3,LAG3
Ttc9c,TTC9C
Cyp26b1,CYP26B1
Tmem267,TMEM267
Tyw1,TYW1B
Oxsm,OXSM
Tagln,TAGLN
Katnb1,KATNB1
Pamr1,PAMR1
Il1a,IL1A
Map6,MAP6
Gm22827,RNU6-1108P
Gm22827,RNU6-1332P
Acsf3,ACSF3
Eral1,ERAL1
Gm26441,RNU6-601P
Nlgn2,NLGN2
S100a14,S100A14
Aanat,AANAT
Psmd1,PSMD1
Mgat4c,MGAT4C
Tlr5,TLR5
Kif3a,KIF3A
Pycr1,PYCR1
Usf1,USF1
Mtss1,MTSS1
Hspa9,HSPA9
Spg21,SPG21
Cbarp,CBARP
Actrt2,ACTRT2
Tmem200b,TMEM200B
Spag16,SPAG16
Lefty2,LEFTY1
Lefty2,LEFTY2
Rab29,RAB29
Grk6,GRK6
Gm22656,RNU1-150P
Zdhhc1,ZDHHC1
Tmem44,TMEM44
Ntpcr,NTPCR
Krt24,KRT24
Fbxo9,FBXO9
Il1rl1,IL1RL1
Clcnkb,CLCNKA
Clcnkb,CLCNKB
Atp1a1,ATP1A1
Tex45,TEX45
Ccdc12,CCDC12
Fcgr2b,FCGR2C
Fcgr2b,FCGR2B
Fcgr2b,FCGR2A
Cep95,CEP95
Gtpbp10,GTPBP10
Atxn7l3,ATXN7L3
Tmem63a,TMEM63A
Pygo1,PYGO1
Prpf4,PRPF4
Naglu,NAGLU
Prom1,PROM1
Mfsd6l,MFSD6L
Tsen34,TSEN34
Miip,MIIP
Sema4g,SEMA4G
Mmp1b,MMP1
Sppl2b,SPPL2B
Il17re,IL17RE
Sorcs3,SORCS3
Cenpl,CENPL
Ass1,ASS1
Rbbp4,RBBP4
Mknk2,MKNK2
Sfxn3,SFXN3
Trav21-dv12,TRAV26-2
Msc,MSC
Hps1,HPS1
Gnb1,GNB1
Myo5c,MYO5C
Taf10,TAF10
Rad51d,RAD51D
Ctxn1,CTXN1
Olfr1052,OR5J2
Trpv6,TRPV6
Olfr267,OR2K2
Sh2b1,SH2B1
Stimate,STIMATE
Cers6,CERS6
Ahsg,AHSG
Dnah5,DNAH5
Sh3d21,SH3D21
Nfkbid,NFKBID
Plxdc1,PLXDC1
Rcc1,RCC1
Triap1,TRIAP1
Snx14,SNX14
Ppp2cb,PPP2CB
Olfr554,OR52M1
Art5,ART5
Mpp3,MPP3
Yars2,YARS2
Eef1aknmt,EEF1AKNMT
Smarcd2,SMARCD2
Kif12,KIF12
Mical2,MICAL2
Myo9b,MYO9B
Gm25806,RNU4-61P
Prpf40b,PRPF40B
Rad9b,RAD9B
Ptprcap,PTPRCAP
Ush1g,USH1G
Gm21885,ANKRD40CL
Ephx4,EPHX4
Heatr9,HEATR9
Banp,BANP
Pyroxd1,PYROXD1
Coa4,COA4
Prr36,PRR36
Vps54,VPS54
Plppr3,PLPPR3
Nt5m,NT5M
Csde1,CSDE1
B3galt2,B3GALT2
Cxcl17,CXCL17
Ier3,IER3
Ccdc194,CCDC194
Tut1,TUT1
Atad1,ATAD1
Ppp1r14a,PPP1R14A
Gm26063,RNU6-1192P
Gm26063,RNU6-489P
Lrrc10b,LRRC10B
Galnt2l,GALNT2
Clip1,CLIP1
Abl2,ABL2
Trpd52l3,TPD52L3
Pcnx2,PCNX2
Atf6,ATF6
Otud7b,OTUD7B
Actg1,ACTG1
Wdr54,WDR54
Flot2,FLOT2
Ncapd2,NCAPD2
Fam171a2,FAM171A2
Cmtm3,CMTM3
Htatip2,HTATIP2
Rnf213,RNF213
Tmem81,TMEM81
Bglap2,BGLAP
Nudt1,NUDT1
Ntrk1,NTRK1
Ctse,CTSE
Dbp,DBP
Zdhhc12,ZDHHC12
Sorcs2,SORCS2
Myo1a,MYO1A
Whamm,WHAMM
2210016L21Rik,C12orf43
Slc16a12,SLC16A12
Mpp2,MPP2
Samd13,SAMD13
Olfr350,OR1J4
Pcdha1,PCDHA1
St6gal1,ST6GAL1
Obp2a,OBP2B
C1ql1,C1QL1
4930523C07Rik,KIAA0040
Gna12,GNA12
Cc2d1b,CC2D1B
Cd74,CD74
C1rl,C1RL
Polr2h,POLR2H
Acrbp,ACRBP
Mir181c,MIR181C
Mrps5,MRPS5
Ddx60,DDX60
Tdrp,TDRP
Tmem41b,TMEM41B
Slc6a6,SLC6A6
Dnase1,DNASE1
Ccr1l1,CCR1
Ociad1,OCIAD1
Lrrn2,LRRN2
Limk1,LIMK1
Ptch2,PTCH2
Tmed1,TMED1
Rbl2,RBL2
Gpr87,GPR87
Srm,SRM
Hmgcs2,HMGCS2
H2ac13,H2AC8
Trmt13,TRMT13
Limd1,LIMD1
Rbm28,RBM28
Upf1,UPF1
Arid5a,ARID5A
Olfr464,OR4D1
Nfyb,NFYB
Ddb1,DDB1
P4hb,P4HB
Ctsf,CTSF
Engase,ENGASE
Cd44,CD44
Pbxip1,PBXIP1
Cdkl1,CDKL1
Zfp266,ZNF266
Polr2d,POLR2D
Hyal4,HYAL4
Sdccag8,SDCCAG8
Acoxl,ACOXL
Spta1,SPTA1
Mrpl34,MRPL34
Defb41,DEFB110
Glipr1,GLIPR1
Slc22a5,SLC22A5
Crebl2,CREBL2
Lamb2,LAMB2
Kctd7,KCTD7
Tyro3,TYRO3
Evi2a,EVI2A
Spg11,SPG11
Il31ra,IL31RA
Inhba,INHBA
Snora16a,SNORA16B
Snora16a,SNORA16A
2310009B15Rik,C1orf53
Mga,MGA
Cd79b,CD79B
Dynll2,DYNLL2
Pik3r6,PIK3R6
Ager,AGER
Csmd2,CSMD2
Stmn1,STMN1
Zfp560,ZNF121
Csgalnact2,CSGALNACT2
Tex19.1,TEX19
Adgra1,ADGRA1
Dtx2,DTX2
Pip,PIP
Nobox,NOBOX
Prkrip1,PRKRIP1
Cidec,CIDEC
Snx8,SNX8
Crybg2,CRYBG2
Dcaf15,DCAF15
Cdc20,CDC20
Olfr309,OR13G1
Olfr447,OR2A25
Myo7a,MYO7A
Timm10,TIMM10
Cr1l,CR1
Msh4,MSH4
Elob,ELOB
Dmrt2,DMRT2
Syt13,SYT13
Gle1,GLE1
Trpt1,TRPT1
Nabp1,NABP1
Chaf1a,CHAF1A
Fdxacb1,FDXACB1
Fgfr3,FGFR3
Stat3,STAT3
Inpp5d,INPP5D
Nr4a2,NR4A2
Olfr878,OR8B4
Pglyrp3,PGLYRP3
Higd1b,HIGD1B
Epyc,EPYC
Otub1,OTUB1
Gm26164,RNU6-1042P
Hpx,HPX
Pfdn6,PFDN6
Inava,INAVA
Neurod6,NEUROD6
Asic5,ASIC5
Marco,MARCO
Tbcb,TBCB
Dcstamp,DCSTAMP
Commd5,COMMD5
Slc12a9,SLC12A9
Nlrp3,NLRP3
Sema6a,SEMA6A
Cbwd1,CBWD5
Cbwd1,CBWD6
Acvr1b,ACVR1B
Tspan10,TSPAN10
1700125H20Rik,C17orf64
Tnfrsf1a,TNFRSF1A
Xrn1,XRN1
Pdia4,PDIA4
Myo18a,MYO18A
Cyp4x1,CYP4X1
Prlh,PRLH
Ablim3,ABLIM3
Trim34b,TRIM34
Prss38,PRSS38
Syce2,SYCE2
Shkbp1,SHKBP1
Pthlh,PTHLH
Tbc1d13,TBC1D13
Zfp7,ZNF7
Oasl1,OASL
Tdo2,TDO2
Klc3,KLC3
Fnbp1l,FNBP1L
Tmem106c,TMEM106C
Tppp3,TPPP3
OR5BS1P,OR5BS1P
Agpat1,AGPAT1
Olfr854,OR7G1
Sec23ip,SEC23IP
Satb1,SATB1
Ptx4,PTX4
Olfm3,OLFM3
Itgb6,ITGB6
Cast,CAST
Trpv3,TRPV3
Tpi1,TPI1
Usp40,USP40
Trim47,TRIM47
Abra,ABRA
Gm24453,SNORD28
Rnf139,RNF139
Fam171b,FAM171B
Cops7b,COPS7B
Eef1d,EEF1D
Gm22279,RNU6-909P
Wwp2,WWP2
Sphk2,SPHK2
Tmc4,TMC4
Antxr1,ANTXR1
Oga,OGA
Fam217a,FAM217A
Aven,AVEN
Tm4sf20,TM4SF20
Drosha,DROSHA
Eef1b2,EEF1B2
P2ry13,P2RY13
Wdr26,WDR26
Ppp1r27,PPP1R27
Ssx2ip,SSX2IP
Tyw3,TYW3
Nmd3,NMD3
Fcrls,FCRL4
Ifi35,IFI35
Tmem63b,TMEM63B
Stradb,STRADB
Pcolce,PCOLCE
Gp9,GP9
Itga4,ITGA4
Irak2,IRAK2
Brox,BROX
Gldn,GLDN
Rtbdn,RTBDN
Mir205,MIR205
Slc16a11,SLC16A11
Tspan17,TSPAN17
Ercc4,ERCC4
Tex38,TEX38
Cox7a2,COX7A2
Tlcd2,TLCD2
Cacna1d,CACNA1D
Zfp651,ZBTB47
P2ry14,P2RY14
Ugt1a7c,UGT1A6
Ccnjl,CCNJL
Spink1,SPINK1
Aldh3b3,ALDH3B2
Gm25572,RNU2-40P
BC051142,TSBP1
2410004B18Rik,C1orf52
Hnrnpul2,HNRNPUL2-BSCL2
Hnrnpul2,HNRNPUL2
Fscn2,FSCN2
Reep4,REEP4
Smim1,SMIM1
Dhx57,DHX57
Slc38a10,SLC38A10
Ston1,STON1
Trafd1,TRAFD1
Hhatl,HHATL
Satb2,SATB2
Mas1,MAS1
Cep104,CEP104
Fcgr4,FCGR3B
Fcgr4,FCGR3A
Gm26099,RNU6-239P
Gm26099,RNU6-121P
Hif1an,HIF1AN
Rnf5,RNF5
Ttc21b,TTC21B
Arl8a,ARL8A
Mdk,MDK
Spaca4,SPACA4
Rgl1,RGL1
Dnah9,DNAH9
Gm22056,RNU6-233P
Aim2,AIM2
Alkbh3,ALKBH3
Rexo5,REXO5
Ggps1,GGPS1
Dnah7a,DNAH7
Abca12,ABCA12
Pcdhga9,PCDHGA9
Rps6kc1,RPS6KC1
Ccdc71,CCDC71
Chst4,CHST4
Fam78b,FAM78B
Lrfn5,LRFN5
Myl3,MYL3
Acad9,ACAD9
Uck2,UCK2
Nsd2,NSD2
Cd3eap,POLR1G
Zfyve27,ZFYVE27
Rfx8,RFX8
Tmem183a,TMEM183A
Limd2,LIMD2
Vps37d,VPS37D
Mtln,MTLN
Efna5,EFNA5
Bace1,BACE1
Meioc,MEIOC
Usp33,USP33
Bambi,BAMBI
Ngly1,NGLY1
Ctsw,CTSW
Dap3,DAP3
Gm26038,RNU6-449P
Lgals3,LGALS3
Wars2,WARS2
Ccdc84,CENATAC
Pcdhga7,PCDHGA7
Kpna6,KPNA6
2810004N23Rik,C1orf131
Cd101,CD101
Ikbke,IKBKE
Dag1,DAG1
B3gnt9,B3GNT9
Zbtb17,ZBTB17
Grwd1,GRWD1
Tomm40l,TOMM40L
Rnu7,RNU7-180P
Rnu7,RNU7-81P
Rnu7,RNU7-179P
Ptgs2,PTGS2
Nbl1,NBL1
Dbndd1,DBNDD1
Ubiad1,UBIAD1
Fam107b,FAM107B
Gm23262,SNORD97
Camp,CAMP
Sdhaf2,SDHAF2
Kdm3b,KDM3B
Nipal4,NIPAL4
Snord55,SNORD55
Asic4,ASIC4
Brd4,BRD4
Rsrc2,RSRC2
Lrrc52,LRRC52
Mbd3l2,MBD3L2B
Mbd3l2,MBD3L2
Mbd3l2,MBD3L5
Mbd3l2,MBD3L4
Prrc2b,PRRC2B
Cenpu,CENPU
Kifc5b,KIFC1
Fasn,FASN
Olfr95,OR10C1
Gm23025,RNU6-474P
Gm525,C17orf67
Nav2,NAV2
Cdc42se1,CDC42SE1
Hikeshi,HIKESHI
Idi1,IDI1
Gpn3,GPN3
Ccdc73,CCDC73
Adam22,ADAM22
Efcab3,EFCAB3
Kcnt1,KCNT1
Leng1,LENG1
Gm24393,RNU6-268P
Sbno1,SBNO1
6430628N08Rik,TMEM275
Gm36210,C19orf85
Dusp13,DUSP13
Lat2,LAT2
4930404N11Rik,C19orf71
Gpr61,GPR61
Fam162b,FAM162B
Zfp839,ZNF839
C1ql2,C1QL2
Neu2,NEU2
Spint1,SPINT1
Sipa1l1,SIPA1L1
Cd14,CD14
Zfp78,ZNF705E
Zfp78,PRDM9
Zfp78,ZNF705D
Zfp78,ZNF554
Zfp78,ZNF555
Zfp78,ZNF556
Zfp78,ZNF69
Zfp78,ZNF763
Zfp78,ZNF20
Zfp78,ZNF439
Zfp78,ZNF891
Zfp78,ZNF669
Zfp78,ZNF124
Synj2,SYNJ2
Ptpn20,PTPN20
Cyhr1,CYHR1
Kcne3,KCNE3
Sh3bp5,SH3BP5
Atxn1,ATXN1
Gm24916,SNORD19B
Tmco1,TMCO1
Emsy,EMSY
Trbc2,TRBC1
Trbc2,TRBC2
Sema4d,SEMA4D
Bzw1,BZW1
Hyou1,HYOU1
Lamb3,LAMB3
Mir195a,MIR195
Mesp2,MESP2
4933402J07Rik,C16orf78
Ano9,ANO9
Slc4a2,SLC4A2
Cd3e,CD3E
Klhl42,KLHL42
Krt27,KRT27
Terf2,TERF2
Dusp10,DUSP10
Neurl4,NEURL4
Pcdhga8,PCDHGA8
Nuak1,NUAK1
Trbv14,TRBV11-1
Trbv14,TRBV11-3
4930562C15Rik,C16orf96
Sphkap,SPHKAP
BC048403,C12orf66
Rskr,RSKR
Ccnc,CCNC
Spa17,SPA17
Csnk1g1,CSNK1G1
Il1rl2,IL1RL2
Sbf2,SBF2
4931428F04Rik,KIAA0895L
Zfp639,ZNF639
Rcsd1,RCSD1
Gm12184,CDK2AP1
Myo19,MYO19
Trim62,TRIM62
Tgfb1,TGFB1
Dusp19,DUSP19
Msantd1,MSANTD1
C1qb,C1QB
Ccnl2,CCNL2
Gtf2ird1,GTF2IRD1
Mta2,MTA2
Pdcd10,PDCD10
Chrac1,CHRAC1
Nsf,NSF
Yaf2,YAF2
Gpr89,GPR89B
Mrps21,MRPS21
Def6,DEF6
Arid5b,ARID5B
Akip1,AKIP1
Rell2,RELL2
Nectin4,NECTIN4
Dennd4b,DENND4B
Ccz1,CCZ1B
Ccz1,CCZ1
Sema3b,SEMA3B
Olfr270,OR13D1
Etfrf1,ETFRF1
Rhbg,RHBG
Nhlh1,NHLH1
Tbx19,TBX19
Itga2b,ITGA2B
Cdk12,CDK12
Zscan26,ZSCAN26
Camk2n1,CAMK2N1
Teddm1b,TEDDM1
Lingo4,LINGO4
Pigc,PIGC
Wscd1,WSCD1
Igf2bp2,IGF2BP2
Tigit,TIGIT
Pik3ca,PIK3CA
Cnnm3,CNNM3
Ube4a,UBE4A
Zbtb37,ZBTB37
Dnase1l3,DNASE1L3
Glis3,GLIS3
Gm45711,CKLF-CMTM1
Gm45711,CMTM1
Prr7,PRR7
Stat4,STAT4
Gstk1,GSTK1
Tdrkh,TDRKH
Tas2r120,TAS2R20
Slc19a3,SLC19A3
Adgrb2,ADGRB2
Rab40b,RAB40B
Gemin2,GEMIN2
Akirin2,AKIRIN2
Shisa6,SHISA6
Efcc1,EFCC1
Krtap1-5,KRTAP1-5
Krtap1-5,KRTAP1-4
Krtap1-5,KRTAP1-3
Krtap1-5,KRTAP1-1
Arhgef10,ARHGEF10
Tmem69,TMEM69
Pld5,PLD5
Trmt10c,TRMT10C
Cela3a,CELA3B
Cela3a,CELA3A
Atp5h,ATP5PD
Olfr729,OR4K5
Olfml1,OLFML1
Cgn,CGN
Fut4,FUT4
Tnni3k,TNNI3K
Tnni3k,FPGT-TNNI3K
Midn,MIDN
Ngf,NGF
Abhd18,ABHD18
Mapk14,MAPK14
Slfn5,SLFN5
Stbd1,STBD1
Kng2,KNG1
Trappc1,TRAPPC1
Papss2,PAPSS2
Xpr1,XPR1
F12,F12
Grhl3,GRHL3
S100a13,S100A13
Drc7,DRC7
Hp,HP
Hp,HPR
Ephb1,EPHB1
Psd4,PSD4
Pole3,POLE3
Gm128,C1orf56
Il1f10,IL1F10
Ccni,CCNI
Cd300lb,CD300LB
AU021092,C16orf89
Fgb,FGB
Scap,SCAP
Gatc,GATC
Zfp30,ZFP30
Slc22a17,SLC22A17
Xab2,XAB2
Phf1,PHF1
E2f4,E2F4
Mark1,MARK1
Sh2d7,SH2D7
Ttc21a,TTC21A
Ap2a1,AP2A1
Lias,LIAS
Pradc1,PRADC1
Dnajb2,DNAJB2
Eif2b1,EIF2B1
Ugt3a1,UGT3A2
Cenpf,CENPF
Sncb,SNCB
Rab34,RAB34
Fggy,FGGY
Elmo1,ELMO1
Gsap,GSAP
Dnah10,DNAH10
Slc16a1,SLC16A1
Ccdc185,CCDC185
Hyal5,SPAM1
Pfdn5,PFDN5
Mvk,MVK
Ppef2,PPEF2
Gulp1,GULP1
Twf2,TWF2
Cfap126,CFAP126
Stk36,STK36
Nphp1,NPHP1
Lrrc40,LRRC40
Iars,IARS1
Slc9a5,SLC9A5
Pou4f2,POU4F2
Fyco1,FYCO1
Tnfaip6,TNFAIP6
Wdr36,WDR36
Ik,IK
Ndufa2,NDUFA2
Klf9,KLF9
Nav1,NAV1
Rn7s6,RN7SL5P
Clec18a,CLEC18B
Rbpj,RBPJ
Mmab,MMAB
Mmachc,MMACHC
Gsdmd,GSDMD
Wwox,WWOX
Spata5,SPATA5
Aurkb,AURKB
Mir150,MIR150
Ly6l,LY6L
Nrd1,NRDC
Glp2r,GLP2R
Abcg8,ABCG8
Guca1a,GUCA1A
Pcdhgb2,PCDHGB2
Ovol1,OVOL1
Pfdn1,PFDN1
Gm21981,PRICKLE4
Snord53,SNORD53
Ilf3,ILF3
Slc43a1,SLC43A1
Tmem270,TMEM270
Nup133,NUP133
Trim10,TRIM10
Reg4,REG4
Osr2,OSR2
Sp9,SP9
Itgb3,ITGB3
Zkscan17,ZNF496
Nrbp1,NRBP1
Ncapg,NCAPG
Mif4gd,MIF4GD
Fyb,FYB1
Lmbr1l,LMBR1L
B3gnt2,B3GNT2
1810046K07Rik,C11orf53
Olfr692,OR52W1
Tbl1xr1,TBL1XR1
Capn10,CAPN10
Rev1,REV1
Tmem43,TMEM43
Kri1,KRI1
Pnkd,PNKD
Rps20,RPS20
Ccdc87,CCDC87
Slc50a1,SLC50A1
Retreg2,RETREG2
Olfr640,OR51I1
Eif2d,EIF2D
Lipt2,LIPT2
Paqr7,PAQR7
Rbm12b1,RBM12B
Rgs13,RGS13
Smg8,SMG8
Pard6a,PARD6A
C2cd6,C2CD6
Rpain,RPAIN
Tead3,TEAD3
Mir137,MIR137
Lox,LOX
Myo1h,MYO1H
Prdm10,PRDM10
Fgf12,FGF12
Rab18,RAB18
Afdn,AFDN
Chil1,CHI3L1
Klhl35,KLHL35
Chit1,CHIT1
Kyat1,KYAT1
Dst,DST
Hes7,HES7
SNORA36B,SNORA36B
Hoxb5,HOXB5
Olfr721-ps1,OR2T35
Olfr721-ps1,OR2T2
Trpv1,TRPV1
Ubxn6,UBXN6
Gm10358,GAPDH
Wac,WAC
Hgs,HGS
Pkp2,PKP2
Aktip,AKTIP
Tex14,TEX14
Rpl32,RPL32
Snord99,SNORD99
Tatdn1,TATDN1
Pptc7,PPTC7
Ryk,RYK
Gm25636,SNORA13
Tbata,TBATA
Pde8b,PDE8B
Slc16a6,SLC16A6
Galnt3,GALNT3
Hmgcr,HMGCR
Mir181b-1,MIR181B1
Stard3nl,STARD3NL
Ddx56,DDX56
Tekt3,TEKT3
Catspere2,CATSPERE
Ppp1r17,PPP1R17
Llgl2,LLGL2
Ppip5k2,PPIP5K2
Lbx2,LBX2
Bag6,BAG6
Pcdh18,PCDH18
Srgap2,SRGAP2
2610507B11Rik,KIAA0100
Polr2i,POLR2I
Kansl1,KANSL1
BC048507,DYNLL1
Lrrc36,LRRC36
Slc5a10,SLC5A10
Gnb3,GNB3
Necab2,NECAB2
Tulp1,TULP1
Ltbr,LTBR
Col3a1,COL3A1
Pgap2,PGAP2
Spink8,SPINK8
Yars,YARS1
Spats2l,SPATS2L
Ppia,PPIA
Rpl24,RPL24
Ankrd39,ANKRD39
Tac4,TAC4
Ythdc1,YTHDC1
Prkcb,PRKCB
Chp1,CHP1
Cul3,CUL3
Srp9,SRP9
Sult1c1,SULT1C3
Nutm2,NUTM2B
Nutm2,NUTM2F
Nutm2,NUTM2E
Gm23680,RNU1-133P
Fbxl22,FBXL22
Gigyf1,GIGYF1
Ndufaf2,NDUFAF2
Chrng,CHRNG
Etv3,ETV3
Lin9,LIN9
Copg1,COPG1
Gm23661,RNU2-41P
Olfr571,OR51S1
Gpd2,GPD2
Cfap74,CFAP74
Gm22680,SNORD30
Igflr1,IGFLR1
Arhgap33,ARHGAP33
Tmem107,TMEM107
Mtfmt,MTFMT
Taf1a,TAF1A
Ly6h,LY6H
Msh6,MSH6
Etfdh,ETFDH
Ube3b,UBE3B
Wwc1,WWC1
Hadh,HADH
Aagab,AAGAB
Olfr419,OR10Z1
Zfp654,ZNF654
Map3k19,MAP3K19
